Region,AgeVariable,Year,AvgDisposibleIncome
Bollebygd,age 45-54 years,2003,5.1
Bollebygd,age 45-54 years,2004,5.2
Bollebygd,age 45-54 years,2005,5.6
Bollebygd,age 45-54 years,2006,5.8
Bollebygd,age 45-54 years,2007,6.4
Bollebygd,age 45-54 years,2008,6.4
Bollebygd,age 45-54 years,2009,6.2
Bollebygd,age 45-54 years,2010,6.4
Bollebygd,age 45-54 years,2011,6.8
Bollebygd,age 45-54 years,2012,6.8
Bollebygd,age 45-54 years,2013,6.7
Bollebygd,age 45-54 years,2014,6.9
Bollebygd,age 45-54 years,2015,7.0
Bollebygd,age 45-54 years,2016,7.0
Bollebygd,age 45-54 years,2017,7.2
Bollebygd,age 45-54 years,2018,7.4
Bollebygd,age 45-54 years,2019,7.5
Bollebygd,age 45-54 years,2020,7.6
Bollebygd,age 45-54 years,2021,7.9
Bollebygd,age 45-54 years,2022,8.2
Bollebygd,age 45-54 years,2023,7.2
Bollebygd,age 55-64 years,1997,3.8
Bollebygd,age 55-64 years,1998,3.8
Bollebygd,age 55-64 years,1999,4.1
Bollebygd,age 55-64 years,2000,4.3
Bollebygd,age 55-64 years,2001,4.5
Bollebygd,age 55-64 years,2002,4.7
Bollebygd,age 55-64 years,2003,4.8
Bollebygd,age 55-64 years,2004,5.0
Bollebygd,age 55-64 years,2005,5.2
Bollebygd,age 55-64 years,2006,5.4
Bollebygd,age 55-64 years,2007,5.8
Bollebygd,age 55-64 years,2008,6.4
Bollebygd,age 55-64 years,2009,5.8
Bollebygd,age 55-64 years,2010,6.0
Bollebygd,age 55-64 years,2011,6.2
Bollebygd,age 55-64 years,2012,6.4
Bollebygd,age 55-64 years,2013,6.1
Bollebygd,age 55-64 years,2014,6.4
Bollebygd,age 55-64 years,2015,7.9
Bollebygd,age 55-64 years,2016,8.1
Bollebygd,age 55-64 years,2017,7.9
Bollebygd,age 55-64 years,2018,7.3
Bollebygd,age 55-64 years,2019,6.9
Bollebygd,age 55-64 years,2020,7.1
Bollebygd,age 55-64 years,2021,7.6
Bollebygd,age 55-64 years,2022,7.9
Bollebygd,age 55-64 years,2023,7.0
Grästorp,all 20-64 years of age,1997,3.5
Grästorp,all 20-64 years of age,1998,3.6
Grästorp,all 20-64 years of age,1999,3.8
Grästorp,all 20-64 years of age,2000,4.1
Grästorp,all 20-64 years of age,2001,4.3
Grästorp,all 20-64 years of age,2002,4.3
Grästorp,all 20-64 years of age,2003,4.4
Grästorp,all 20-64 years of age,2004,4.3
Grästorp,all 20-64 years of age,2005,4.5
Grästorp,all 20-64 years of age,2006,4.7
Grästorp,all 20-64 years of age,2007,5.0
Grästorp,all 20-64 years of age,2008,5.1
Grästorp,all 20-64 years of age,2009,5.0
Grästorp,all 20-64 years of age,2010,5.2
Grästorp,all 20-64 years of age,2011,5.2
Grästorp,all 20-64 years of age,2012,5.2
Grästorp,all 20-64 years of age,2013,5.2
Grästorp,all 20-64 years of age,2014,5.5
Grästorp,all 20-64 years of age,2015,5.6
Grästorp,all 20-64 years of age,2016,5.8
Grästorp,all 20-64 years of age,2017,6.0
Grästorp,all 20-64 years of age,2018,6.5
Grästorp,all 20-64 years of age,2019,6.0
Grästorp,all 20-64 years of age,2020,6.1
Grästorp,all 20-64 years of age,2021,6.3
Grästorp,all 20-64 years of age,2022,6.5
Grästorp,all 20-64 years of age,2023,5.6
Grästorp,20-24 years,1997,2.4
Grästorp,20-24 years,1998,2.6
Grästorp,20-24 years,1999,2.9
Grästorp,20-24 years,2000,3.0
Grästorp,20-24 years,2001,3.1
Grästorp,20-24 years,2002,3.1
Grästorp,20-24 years,2003,3.0
Grästorp,20-24 years,2004,2.8
Grästorp,20-24 years,2005,3.0
Grästorp,20-24 years,2006,3.1
Grästorp,20-24 years,2007,3.5
Grästorp,20-24 years,2008,3.3
Grästorp,20-24 years,2009,3.0
Grästorp,20-24 years,2010,3.1
Grästorp,20-24 years,2011,3.3
Grästorp,20-24 years,2012,3.3
Grästorp,20-24 years,2013,3.3
Grästorp,20-24 years,2014,3.4
Grästorp,20-24 years,2015,3.6
Grästorp,20-24 years,2016,3.9
Grästorp,20-24 years,2017,3.9
Grästorp,20-24 years,2018,3.8
Grästorp,20-24 years,2019,3.8
Grästorp,20-24 years,2020,3.7
Grästorp,20-24 years,2021,3.9
Grästorp,20-24 years,2022,4.3
Grästorp,20-24 years,2023,3.6
Grästorp,age 25-34 years,1997,3.5
Grästorp,age 25-34 years,1998,3.6
Grästorp,age 25-34 years,1999,3.7
Grästorp,age 25-34 years,2000,4.0
Grästorp,age 25-34 years,2001,4.2
Grästorp,age 25-34 years,2002,4.2
Grästorp,age 25-34 years,2003,4.2
Grästorp,age 25-34 years,2004,4.1
Grästorp,age 25-34 years,2005,4.2
Grästorp,age 25-34 years,2006,4.3
Grästorp,age 25-34 years,2007,4.6
Grästorp,age 25-34 years,2008,4.7
Grästorp,age 25-34 years,2009,4.4
Grästorp,age 25-34 years,2010,4.7
Grästorp,age 25-34 years,2011,4.6
Grästorp,age 25-34 years,2012,4.6
Grästorp,age 25-34 years,2013,4.5
Grästorp,age 25-34 years,2014,4.8
Grästorp,age 25-34 years,2015,5.1
Grästorp,age 25-34 years,2016,5.1
Grästorp,age 25-34 years,2017,5.0
Grästorp,age 25-34 years,2018,5.2
Grästorp,age 25-34 years,2019,5.4
Grästorp,age 25-34 years,2020,5.4
Grästorp,age 25-34 years,2021,5.6
Grästorp,age 25-34 years,2022,5.8
Grästorp,age 25-34 years,2023,5.1
Grästorp,age 35-44 years,1997,3.9
Grästorp,age 35-44 years,1998,4.0
Grästorp,age 35-44 years,1999,4.1
Grästorp,age 35-44 years,2000,4.4
Grästorp,age 35-44 years,2001,4.7
Grästorp,age 35-44 years,2002,4.7
Grästorp,age 35-44 years,2003,4.7
Grästorp,age 35-44 years,2004,4.6
Grästorp,age 35-44 years,2005,4.8
Grästorp,age 35-44 years,2006,4.9
Grästorp,age 35-44 years,2007,5.4
Grästorp,age 35-44 years,2008,5.4
Grästorp,age 35-44 years,2009,5.3
Grästorp,age 35-44 years,2010,5.4
Grästorp,age 35-44 years,2011,5.5
Grästorp,age 35-44 years,2012,5.7
Grästorp,age 35-44 years,2013,5.6
Grästorp,age 35-44 years,2014,5.9
Grästorp,age 35-44 years,2015,6.1
Grästorp,age 35-44 years,2016,6.1
Grästorp,age 35-44 years,2017,6.3
Grästorp,age 35-44 years,2018,6.4
Grästorp,age 35-44 years,2019,6.4
Grästorp,age 35-44 years,2020,6.9
Grästorp,age 35-44 years,2021,6.7
Grästorp,age 35-44 years,2022,6.9
Grästorp,age 35-44 years,2023,6.0
Grästorp,age 45-54 years,1997,3.8
Grästorp,age 45-54 years,1998,3.8
Grästorp,age 45-54 years,1999,4.1
Grästorp,age 45-54 years,2000,4.3
Grästorp,age 45-54 years,2001,4.5
Grästorp,age 45-54 years,2002,4.7
Grästorp,age 45-54 years,2003,4.7
Grästorp,age 45-54 years,2004,4.8
Grästorp,age 45-54 years,2005,5.0
Grästorp,age 45-54 years,2006,5.3
Grästorp,age 45-54 years,2007,5.6
Grästorp,age 45-54 years,2008,5.5
Grästorp,age 45-54 years,2009,5.6
Grästorp,age 45-54 years,2010,6.0
Grästorp,age 45-54 years,2011,5.6
Grästorp,age 45-54 years,2012,5.7
Grästorp,age 45-54 years,2013,5.6
Grästorp,age 45-54 years,2014,6.1
Grästorp,age 45-54 years,2015,6.0
Grästorp,age 45-54 years,2016,6.4
Grästorp,age 45-54 years,2017,6.6
Grästorp,age 45-54 years,2018,8.6
Grästorp,age 45-54 years,2019,6.6
Grästorp,age 45-54 years,2020,6.7
Grästorp,age 45-54 years,2021,7.2
Grästorp,age 45-54 years,2022,7.2
Grästorp,age 45-54 years,2023,6.3
Grästorp,age 55-64 years,1997,3.4
Grästorp,age 55-64 years,1998,3.5
Grästorp,age 55-64 years,1999,3.7
Grästorp,age 55-64 years,2000,3.9
Grästorp,age 55-64 years,2001,4.2
Grästorp,age 55-64 years,2002,4.0
Grästorp,age 55-64 years,2003,4.2
Grästorp,age 55-64 years,2004,4.3
Grästorp,age 55-64 years,2005,4.3
Grästorp,age 55-64 years,2006,4.6
Grästorp,age 55-64 years,2007,5.1
Grästorp,age 55-64 years,2008,5.2
Grästorp,age 55-64 years,2009,5.2
Grästorp,age 55-64 years,2010,5.5
Grästorp,age 55-64 years,2011,5.5
Grästorp,age 55-64 years,2012,5.5
Grästorp,age 55-64 years,2013,5.6
Grästorp,age 55-64 years,2014,5.9
Grästorp,age 55-64 years,2015,6.0
Grästorp,age 55-64 years,2016,6.3
Grästorp,age 55-64 years,2017,6.9
Grästorp,age 55-64 years,2018,6.4
Grästorp,age 55-64 years,2019,6.4
Grästorp,age 55-64 years,2020,6.2
Grästorp,age 55-64 years,2021,6.6
Grästorp,age 55-64 years,2022,6.9
Grästorp,age 55-64 years,2023,5.8
Essunga,all 20-64 years of age,1997,3.4
Essunga,all 20-64 years of age,1998,3.5
Essunga,all 20-64 years of age,1999,3.8
Essunga,all 20-64 years of age,2000,3.9
Essunga,all 20-64 years of age,2001,4.2
Essunga,all 20-64 years of age,2002,4.2
Essunga,all 20-64 years of age,2003,4.2
Essunga,all 20-64 years of age,2004,4.3
Essunga,all 20-64 years of age,2005,4.5
Essunga,all 20-64 years of age,2006,4.6
Essunga,all 20-64 years of age,2007,4.9
Essunga,all 20-64 years of age,2008,5.0
Essunga,all 20-64 years of age,2009,4.8
Essunga,all 20-64 years of age,2010,4.9
Essunga,all 20-64 years of age,2011,5.1
Essunga,all 20-64 years of age,2012,5.2
Essunga,all 20-64 years of age,2013,5.1
Essunga,all 20-64 years of age,2014,5.3
Essunga,all 20-64 years of age,2015,5.5
Essunga,all 20-64 years of age,2016,5.6
Essunga,all 20-64 years of age,2017,5.9
Essunga,all 20-64 years of age,2018,6.1
Essunga,all 20-64 years of age,2019,5.8
Essunga,all 20-64 years of age,2020,5.8
Essunga,all 20-64 years of age,2021,6.0
Essunga,all 20-64 years of age,2022,6.2
Essunga,all 20-64 years of age,2023,5.4
Essunga,20-24 years,1997,2.4
Essunga,20-24 years,1998,2.5
Essunga,20-24 years,1999,2.7
Essunga,20-24 years,2000,3.0
Essunga,20-24 years,2001,3.3
Essunga,20-24 years,2002,3.2
Essunga,20-24 years,2003,3.1
Essunga,20-24 years,2004,3.1
Essunga,20-24 years,2005,3.1
Essunga,20-24 years,2006,3.2
Essunga,20-24 years,2007,3.6
Essunga,20-24 years,2008,3.5
Essunga,20-24 years,2009,3.1
Essunga,20-24 years,2010,3.1
Essunga,20-24 years,2011,3.3
Essunga,20-24 years,2012,3.1
Essunga,20-24 years,2013,3.1
Essunga,20-24 years,2014,3.1
Essunga,20-24 years,2015,3.4
Essunga,20-24 years,2016,3.5
Essunga,20-24 years,2017,3.6
Essunga,20-24 years,2018,3.7
Essunga,20-24 years,2019,3.6
Essunga,20-24 years,2020,3.6
Essunga,20-24 years,2021,4.0
Essunga,20-24 years,2022,4.3
Essunga,20-24 years,2023,3.6
Essunga,age 25-34 years,1997,3.4
Essunga,age 25-34 years,1998,3.5
Essunga,age 25-34 years,1999,3.7
Essunga,age 25-34 years,2000,3.9
Essunga,age 25-34 years,2001,4.0
Essunga,age 25-34 years,2002,4.1
Essunga,age 25-34 years,2003,4.2
Essunga,age 25-34 years,2004,4.1
Essunga,age 25-34 years,2005,4.1
Essunga,age 25-34 years,2006,4.3
Essunga,age 25-34 years,2007,4.6
Essunga,age 25-34 years,2008,4.7
Essunga,age 25-34 years,2009,4.4
Essunga,age 25-34 years,2010,4.6
Essunga,age 25-34 years,2011,4.7
Essunga,age 25-34 years,2012,4.7
Essunga,age 25-34 years,2013,4.7
Essunga,age 25-34 years,2014,4.6
Essunga,age 25-34 years,2015,4.8
Essunga,age 25-34 years,2016,5.0
Essunga,age 25-34 years,2017,5.1
Essunga,age 25-34 years,2018,5.1
Essunga,age 25-34 years,2019,5.0
Essunga,age 25-34 years,2020,5.1
Essunga,age 25-34 years,2021,5.3
Essunga,age 25-34 years,2022,5.4
Essunga,age 25-34 years,2023,4.6
Essunga,age 35-44 years,1997,3.6
Essunga,age 35-44 years,1998,3.8
Essunga,age 35-44 years,1999,3.9
Essunga,age 35-44 years,2000,4.2
Essunga,age 35-44 years,2001,4.5
Essunga,age 35-44 years,2002,4.6
Essunga,age 35-44 years,2003,4.6
Essunga,age 35-44 years,2004,4.5
Essunga,age 35-44 years,2005,4.8
Essunga,age 35-44 years,2006,4.9
Essunga,age 35-44 years,2007,5.2
Essunga,age 35-44 years,2008,5.3
Essunga,age 35-44 years,2009,5.1
Essunga,age 35-44 years,2010,5.2
Essunga,age 35-44 years,2011,5.4
Essunga,age 35-44 years,2012,5.5
Essunga,age 35-44 years,2013,5.6
Essunga,age 35-44 years,2014,5.8
Essunga,age 35-44 years,2015,6.0
Essunga,age 35-44 years,2016,6.2
Essunga,age 35-44 years,2017,6.1
Essunga,age 35-44 years,2018,6.1
Essunga,age 35-44 years,2019,6.1
Essunga,age 35-44 years,2020,6.3
Essunga,age 35-44 years,2021,6.4
Essunga,age 35-44 years,2022,6.6
Essunga,age 35-44 years,2023,5.7
Essunga,age 45-54 years,1997,3.7
Essunga,age 45-54 years,1998,3.7
Essunga,age 45-54 years,1999,3.9
Essunga,age 45-54 years,2000,4.1
Essunga,age 45-54 years,2001,4.7
Essunga,age 45-54 years,2002,4.4
Essunga,age 45-54 years,2003,4.4
Essunga,age 45-54 years,2004,4.7
Essunga,age 45-54 years,2005,5.0
Essunga,age 45-54 years,2006,4.9
Essunga,age 45-54 years,2007,5.3
Essunga,age 45-54 years,2008,5.5
Essunga,age 45-54 years,2009,5.2
Essunga,age 45-54 years,2010,5.6
Essunga,age 45-54 years,2011,5.7
Essunga,age 45-54 years,2012,5.8
Essunga,age 45-54 years,2013,5.7
Essunga,age 45-54 years,2014,6.0
Essunga,age 45-54 years,2015,6.2
Essunga,age 45-54 years,2016,6.2
Essunga,age 45-54 years,2017,6.7
Essunga,age 45-54 years,2018,6.2
Essunga,age 45-54 years,2019,6.5
Essunga,age 45-54 years,2020,6.3
Essunga,age 45-54 years,2021,6.5
Essunga,age 45-54 years,2022,6.9
Essunga,age 45-54 years,2023,5.9
Essunga,age 55-64 years,1997,3.1
Essunga,age 55-64 years,1998,3.3
Essunga,age 55-64 years,1999,4.0
Essunga,age 55-64 years,2000,3.8
Essunga,age 55-64 years,2001,3.9
Essunga,age 55-64 years,2002,4.2
Essunga,age 55-64 years,2003,4.1
Essunga,age 55-64 years,2004,4.1
Essunga,age 55-64 years,2005,4.3
Essunga,age 55-64 years,2006,4.5
Essunga,age 55-64 years,2007,5.1
Essunga,age 55-64 years,2008,5.0
Essunga,age 55-64 years,2009,5.1
Essunga,age 55-64 years,2010,4.9
Essunga,age 55-64 years,2011,5.2
Essunga,age 55-64 years,2012,5.6
Essunga,age 55-64 years,2013,5.2
Essunga,age 55-64 years,2014,5.7
Essunga,age 55-64 years,2015,5.7
Essunga,age 55-64 years,2016,5.7
Essunga,age 55-64 years,2017,6.3
Essunga,age 55-64 years,2018,7.6
Essunga,age 55-64 years,2019,6.2
Essunga,age 55-64 years,2020,6.0
Essunga,age 55-64 years,2021,6.3
Essunga,age 55-64 years,2022,6.4
Essunga,age 55-64 years,2023,6.0
Karlsborg,all 20-64 years of age,1997,3.4
Karlsborg,all 20-64 years of age,1998,3.5
Karlsborg,all 20-64 years of age,1999,3.6
Karlsborg,all 20-64 years of age,2000,4.0
Karlsborg,all 20-64 years of age,2001,4.0
Karlsborg,all 20-64 years of age,2002,4.2
Karlsborg,all 20-64 years of age,2003,4.2
Karlsborg,all 20-64 years of age,2004,4.2
Karlsborg,all 20-64 years of age,2005,4.3
Karlsborg,all 20-64 years of age,2006,4.6
Karlsborg,all 20-64 years of age,2007,5.0
Karlsborg,all 20-64 years of age,2008,5.0
Karlsborg,all 20-64 years of age,2009,4.9
Karlsborg,all 20-64 years of age,2010,5.1
Karlsborg,all 20-64 years of age,2011,5.3
Karlsborg,all 20-64 years of age,2012,5.3
Karlsborg,all 20-64 years of age,2013,5.3
Karlsborg,all 20-64 years of age,2014,5.5
Karlsborg,all 20-64 years of age,2015,5.6
Karlsborg,all 20-64 years of age,2016,5.6
Karlsborg,all 20-64 years of age,2017,5.8
Karlsborg,all 20-64 years of age,2018,5.9
Karlsborg,all 20-64 years of age,2019,6.0
Karlsborg,all 20-64 years of age,2020,6.1
Karlsborg,all 20-64 years of age,2021,6.4
Karlsborg,all 20-64 years of age,2022,6.5
Karlsborg,all 20-64 years of age,2023,5.7
Karlsborg,20-24 years,1997,2.1
Karlsborg,20-24 years,1998,2.3
Karlsborg,20-24 years,1999,2.4
Karlsborg,20-24 years,2000,2.7
Karlsborg,20-24 years,2001,2.8
Karlsborg,20-24 years,2002,2.7
Karlsborg,20-24 years,2003,2.7
Karlsborg,20-24 years,2004,2.8
Karlsborg,20-24 years,2005,3.0
Karlsborg,20-24 years,2006,3.2
Karlsborg,20-24 years,2007,3.6
Karlsborg,20-24 years,2008,3.4
Karlsborg,20-24 years,2009,3.2
Karlsborg,20-24 years,2010,3.1
Karlsborg,20-24 years,2011,3.3
Karlsborg,20-24 years,2012,3.4
Karlsborg,20-24 years,2013,3.4
Karlsborg,20-24 years,2014,3.5
Karlsborg,20-24 years,2015,3.7
Karlsborg,20-24 years,2016,3.8
Karlsborg,20-24 years,2017,4.0
Karlsborg,20-24 years,2018,4.2
Karlsborg,20-24 years,2019,4.2
Karlsborg,20-24 years,2020,4.2
Karlsborg,20-24 years,2021,4.6
Karlsborg,20-24 years,2022,4.8
Karlsborg,20-24 years,2023,4.3
Karlsborg,age 25-34 years,1997,3.4
Karlsborg,age 25-34 years,1998,3.4
Karlsborg,age 25-34 years,1999,3.5
Karlsborg,age 25-34 years,2000,4.0
Karlsborg,age 25-34 years,2001,3.9
Karlsborg,age 25-34 years,2002,4.0
Karlsborg,age 25-34 years,2003,4.1
Karlsborg,age 25-34 years,2004,4.0
Karlsborg,age 25-34 years,2005,4.2
Karlsborg,age 25-34 years,2006,4.4
Karlsborg,age 25-34 years,2007,4.7
Karlsborg,age 25-34 years,2008,4.8
Karlsborg,age 25-34 years,2009,4.6
Karlsborg,age 25-34 years,2010,4.8
Karlsborg,age 25-34 years,2011,5.1
Karlsborg,age 25-34 years,2012,5.0
Karlsborg,age 25-34 years,2013,4.9
Karlsborg,age 25-34 years,2014,5.0
Karlsborg,age 25-34 years,2015,5.1
Karlsborg,age 25-34 years,2016,5.1
Karlsborg,age 25-34 years,2017,5.3
Karlsborg,age 25-34 years,2018,5.4
Karlsborg,age 25-34 years,2019,5.4
Karlsborg,age 25-34 years,2020,5.4
Karlsborg,age 25-34 years,2021,5.8
Karlsborg,age 25-34 years,2022,5.9
Karlsborg,age 25-34 years,2023,5.1
Karlsborg,age 35-44 years,1997,3.7
Karlsborg,age 35-44 years,1998,3.8
Karlsborg,age 35-44 years,1999,3.9
Karlsborg,age 35-44 years,2000,4.4
Karlsborg,age 35-44 years,2001,4.4
Karlsborg,age 35-44 years,2002,4.6
Karlsborg,age 35-44 years,2003,4.7
Karlsborg,age 35-44 years,2004,4.6
Karlsborg,age 35-44 years,2005,4.7
Karlsborg,age 35-44 years,2006,5.0
Karlsborg,age 35-44 years,2007,5.4
Karlsborg,age 35-44 years,2008,5.5
Karlsborg,age 35-44 years,2009,5.4
Karlsborg,age 35-44 years,2010,5.7
Karlsborg,age 35-44 years,2011,5.8
Karlsborg,age 35-44 years,2012,5.8
Karlsborg,age 35-44 years,2013,5.8
Karlsborg,age 35-44 years,2014,6.0
Karlsborg,age 35-44 years,2015,6.0
Karlsborg,age 35-44 years,2016,6.0
Karlsborg,age 35-44 years,2017,6.1
Karlsborg,age 35-44 years,2018,6.3
Karlsborg,age 35-44 years,2019,6.3
Karlsborg,age 35-44 years,2020,6.4
Karlsborg,age 35-44 years,2021,6.8
Karlsborg,age 35-44 years,2022,6.9
Karlsborg,age 35-44 years,2023,6.0
Karlsborg,age 45-54 years,1997,3.7
Karlsborg,age 45-54 years,1998,3.8
Karlsborg,age 45-54 years,1999,3.9
Karlsborg,age 45-54 years,2000,4.1
Karlsborg,age 45-54 years,2001,4.3
Karlsborg,age 45-54 years,2002,4.4
Karlsborg,age 45-54 years,2003,4.5
Karlsborg,age 45-54 years,2004,4.4
Karlsborg,age 45-54 years,2005,4.6
Karlsborg,age 45-54 years,2006,4.9
Karlsborg,age 45-54 years,2007,5.1
Karlsborg,age 45-54 years,2008,5.2
Karlsborg,age 45-54 years,2009,5.3
Karlsborg,age 45-54 years,2010,5.5
Karlsborg,age 45-54 years,2011,5.6
Karlsborg,age 45-54 years,2012,5.7
Karlsborg,age 45-54 years,2013,5.7
Karlsborg,age 45-54 years,2014,6.1
Karlsborg,age 45-54 years,2015,6.2
Karlsborg,age 45-54 years,2016,6.2
Karlsborg,age 45-54 years,2017,6.4
Karlsborg,age 45-54 years,2018,6.6
Karlsborg,age 45-54 years,2019,6.8
Karlsborg,age 45-54 years,2020,6.9
Karlsborg,age 45-54 years,2021,7.0
Karlsborg,age 45-54 years,2022,7.1
Karlsborg,age 45-54 years,2023,6.4
Karlsborg,age 55-64 years,1997,3.5
Karlsborg,age 55-64 years,1998,3.5
Karlsborg,age 55-64 years,1999,3.6
Karlsborg,age 55-64 years,2000,3.9
Karlsborg,age 55-64 years,2001,3.9
Karlsborg,age 55-64 years,2002,4.2
Karlsborg,age 55-64 years,2003,4.1
Karlsborg,age 55-64 years,2004,4.1
Karlsborg,age 55-64 years,2005,4.2
Karlsborg,age 55-64 years,2006,4.5
Karlsborg,age 55-64 years,2007,5.1
Karlsborg,age 55-64 years,2008,5.0
Karlsborg,age 55-64 years,2009,5.1
Karlsborg,age 55-64 years,2010,5.2
Karlsborg,age 55-64 years,2011,5.4
Karlsborg,age 55-64 years,2012,5.4
Karlsborg,age 55-64 years,2013,5.5
Karlsborg,age 55-64 years,2014,5.7
Karlsborg,age 55-64 years,2015,6.0
Karlsborg,age 55-64 years,2016,6.0
Karlsborg,age 55-64 years,2017,5.9
Karlsborg,age 55-64 years,2018,6.1
Karlsborg,age 55-64 years,2019,6.1
Karlsborg,age 55-64 years,2020,6.3
Karlsborg,age 55-64 years,2021,6.6
Karlsborg,age 55-64 years,2022,6.8
Karlsborg,age 55-64 years,2023,6.0
Gullspång,all 20-64 years of age,1997,3.2
Gullspång,all 20-64 years of age,1998,3.3
Gullspång,all 20-64 years of age,1999,3.4
Gullspång,all 20-64 years of age,2000,3.6
Gullspång,all 20-64 years of age,2001,3.7
Gullspång,all 20-64 years of age,2002,3.9
Gullspång,all 20-64 years of age,2003,4.0
Gullspång,all 20-64 years of age,2004,4.0
Gullspång,all 20-64 years of age,2005,4.1
Gullspång,all 20-64 years of age,2006,4.3
Gullspång,all 20-64 years of age,2007,4.5
Gullspång,all 20-64 years of age,2008,4.5
Gullspång,all 20-64 years of age,2009,4.4
Gullspång,all 20-64 years of age,2010,4.6
Gullspång,all 20-64 years of age,2011,4.7
Gullspång,all 20-64 years of age,2012,4.6
Gullspång,all 20-64 years of age,2013,4.6
Gullspång,all 20-64 years of age,2014,4.9
Gullspång,all 20-64 years of age,2015,5.0
Gullspång,all 20-64 years of age,2016,5.1
Gullspång,all 20-64 years of age,2017,5.3
Gullspång,all 20-64 years of age,2018,5.3
Gullspång,all 20-64 years of age,2019,5.4
Gullspång,all 20-64 years of age,2020,5.4
Gullspång,all 20-64 years of age,2021,5.9
Gullspång,all 20-64 years of age,2022,6.0
Gullspång,all 20-64 years of age,2023,5.1
Gullspång,20-24 years,1997,2.2
Gullspång,20-24 years,1998,2.2
Gullspång,20-24 years,1999,2.4
Gullspång,20-24 years,2000,2.3
Gullspång,20-24 years,2001,2.5
Gullspång,20-24 years,2002,2.6
Gullspång,20-24 years,2003,2.8
Gullspång,20-24 years,2004,2.8
Gullspång,20-24 years,2005,2.7
Gullspång,20-24 years,2006,2.9
Gullspång,20-24 years,2007,3.1
Gullspång,20-24 years,2008,3.0
Gullspång,20-24 years,2009,2.7
Gullspång,20-24 years,2010,2.8
Gullspång,20-24 years,2011,3.0
Gullspång,20-24 years,2012,2.9
Gullspång,20-24 years,2013,2.9
Gullspång,20-24 years,2014,3.1
Gullspång,20-24 years,2015,3.0
Gullspång,20-24 years,2016,3.2
Gullspång,20-24 years,2017,3.3
Gullspång,20-24 years,2018,3.4
Gullspång,20-24 years,2019,3.5
Gullspång,20-24 years,2020,3.4
Gullspång,20-24 years,2021,3.7
Gullspång,20-24 years,2022,4.0
Gullspång,20-24 years,2023,3.5
Gullspång,age 25-34 years,1997,3.1
Gullspång,age 25-34 years,1998,3.2
Gullspång,age 25-34 years,1999,3.3
Gullspång,age 25-34 years,2000,3.5
Gullspång,age 25-34 years,2001,3.7
Gullspång,age 25-34 years,2002,3.7
Gullspång,age 25-34 years,2003,3.7
Gullspång,age 25-34 years,2004,3.6
Gullspång,age 25-34 years,2005,3.7
Gullspång,age 25-34 years,2006,3.9
Gullspång,age 25-34 years,2007,4.1
Gullspång,age 25-34 years,2008,4.0
Gullspång,age 25-34 years,2009,3.9
Gullspång,age 25-34 years,2010,4.0
Gullspång,age 25-34 years,2011,4.0
Gullspång,age 25-34 years,2012,4.0
Gullspång,age 25-34 years,2013,4.0
Gullspång,age 25-34 years,2014,4.0
Gullspång,age 25-34 years,2015,4.2
Gullspång,age 25-34 years,2016,4.4
Gullspång,age 25-34 years,2017,4.5
Gullspång,age 25-34 years,2018,4.7
Gullspång,age 25-34 years,2019,4.7
Gullspång,age 25-34 years,2020,4.9
Gullspång,age 25-34 years,2021,5.0
Gullspång,age 25-34 years,2022,5.3
Gullspång,age 25-34 years,2023,4.6
Gullspång,age 35-44 years,1997,3.3
Gullspång,age 35-44 years,1998,3.5
Gullspång,age 35-44 years,1999,3.7
Gullspång,age 35-44 years,2000,3.9
Gullspång,age 35-44 years,2001,4.1
Gullspång,age 35-44 years,2002,4.3
Gullspång,age 35-44 years,2003,4.3
Gullspång,age 35-44 years,2004,4.3
Gullspång,age 35-44 years,2005,4.4
Gullspång,age 35-44 years,2006,4.5
Gullspång,age 35-44 years,2007,4.8
Gullspång,age 35-44 years,2008,4.8
Gullspång,age 35-44 years,2009,4.7
Gullspång,age 35-44 years,2010,4.8
Gullspång,age 35-44 years,2011,5.0
Gullspång,age 35-44 years,2012,4.8
Gullspång,age 35-44 years,2013,4.9
Gullspång,age 35-44 years,2014,5.0
Gullspång,age 35-44 years,2015,5.3
Gullspång,age 35-44 years,2016,5.5
Gullspång,age 35-44 years,2017,5.6
Gullspång,age 35-44 years,2018,5.4
Gullspång,age 35-44 years,2019,5.5
Gullspång,age 35-44 years,2020,5.6
Gullspång,age 35-44 years,2021,5.8
Gullspång,age 35-44 years,2022,6.1
Gullspång,age 35-44 years,2023,5.1
Gullspång,age 45-54 years,1997,3.3
Gullspång,age 45-54 years,1998,3.4
Gullspång,age 45-54 years,1999,3.5
Gullspång,age 45-54 years,2000,3.8
Gullspång,age 45-54 years,2001,3.9
Gullspång,age 45-54 years,2002,4.0
Gullspång,age 45-54 years,2003,4.1
Gullspång,age 45-54 years,2004,4.3
Gullspång,age 45-54 years,2005,4.3
Gullspång,age 45-54 years,2006,4.7
Gullspång,age 45-54 years,2007,4.9
Gullspång,age 45-54 years,2008,5.0
Gullspång,age 45-54 years,2009,4.8
Gullspång,age 45-54 years,2010,5.2
Gullspång,age 45-54 years,2011,5.1
Gullspång,age 45-54 years,2012,5.2
Gullspång,age 45-54 years,2013,5.2
Gullspång,age 45-54 years,2014,5.4
Gullspång,age 45-54 years,2015,5.5
Gullspång,age 45-54 years,2016,5.8
Gullspång,age 45-54 years,2017,6.1
